"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
1287,1975,"Male",125,"Domestic Partners (no kids)","Bachelor's Degree","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","No","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","No","Yes","TMI","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Risk-friendly","Yes","Umm...","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","No","Yes","Yes","No","No","Yes","No","No","Yes","No","Yes","Yes","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","No","No","Yes","Yes","No","No"
1289,1991,"Male",12,"Single (no kids)","Current Undergraduate","No","No","Yes","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Try first","No","No","No","Yes","Giving","No","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","No","No","Yes","No","No","Mysterious","No","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Rent","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","Yes","No","Yes","No","Yes","No","No","No"
1290,1992,"Male",12,"Single (no kids)","Current Undergraduate",NA,NA,NA,NA,NA,NA,NA,"No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","No","Online","No","No","No","Yes","Yay people!","No","No","No","Yes","No","No","No","No","No","No","No","No","Rent",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
1291,1967,"Male",62.5,"Single (no kids)","Bachelor's Degree","No","No","No","No","Yes","No","Private","No","Yes","No","Yes","No","No",NA,"Science","Try first","No","No","No","No","Giving","No","Yes","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No",NA,NA,NA,"Yes","Demanding","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes",NA,NA,"Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes"
1292,1958,"Female",NA,"Married (w/kids)","Bachelor's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances",NA,"No","No","No","Yes","Mysterious","No","No","Tunes","People","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,1977,"Male",62.5,"Married (w/kids)",NA,"Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","No","No","Yes","A.M.","Yes","Start","No","Yes","Me","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Socialize","Yes","Online","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No",NA,"Yes","Yes","No","No"
1294,1987,"Male",62.5,"Married (w/kids)","Master's Degree","No","No","No","Yes","No","No","Private","Yes","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","No","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Tunes","People","Yes","No","No","Yes","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
1295,1971,"Female",125,"Married (w/kids)","Bachelor's Degree",NA,"Yes","No","No","No","No","Private","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","No","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","Start","No","No","Circumstances","Yes","Yes","Yes","Yes","Yes","TMI","No","No","Tunes","People","No","No","Yes","Yes","No",NA,NA,"PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes"
1296,1994,"Male",12,"Single (no kids)","Current Undergraduate","No","Yes","Yes","No","No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","Yes","No","Giving","Yes","Yes","Idealist","Yes","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes"
1297,1964,"Female",87.5,"Married (no kids)","Bachelor's Degree",NA,"Yes","No","No","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","Online","No","Yes","Yes","Yes","Yay people!",NA,NA,NA,NA,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes"
1299,1989,"Female",125,"Single (no kids)","Bachelor's Degree",NA,"No",NA,NA,"No","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes",NA,NA,NA,"Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","No",NA,NA,"Yes",NA,"TMI","No","No","Tunes","People",NA,"No","No","No","Yes",NA,"Yes","Mac","Yes","Risk-friendly","Yes","Yes!","No","Socialize","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Rent","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes"
1300,1996,"Male",NA,"Single (no kids)",NA,"Yes","Yes","Yes",NA,"No",NA,NA,"No","No","No",NA,"Yes",NA,"Yes","Science",NA,"No",NA,"Yes",NA,NA,"No","Yes",NA,"Yes","No",NA,"Odd hours","No",NA,NA,"Yes",NA,"Yes",NA,NA,NA,"Yes",NA,NA,"Yes",NA,NA,"Yes","Yes",NA,"No",NA,"Talk",NA,"No","No",NA,NA,"No",NA,NA,NA,NA,NA,NA,"Yes!",NA,NA,"No",NA,NA,NA,NA,"Yes","Grrr people","Yes","No",NA,"No","No","No",NA,"Yes","No","No","Yes",NA,"Own",NA,NA,NA,"No",NA,"Yes",NA,"Yes",NA,"No","Yes",NA,NA,"Only-child",NA,"No",NA
1302,1961,"Female",37.5,"Single (w/kids)","Associate's Degree",NA,NA,"No","No","Yes","No","Public","Yes","Yes","No","No","No","No","Yes","Art","Try first","No","No","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Me","No","No","Yes","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","No","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Rent","Pessimist","Dad","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
1303,1989,"Male",12,"Domestic Partners (no kids)","Master's Degree","No","Yes","No","No","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","Yes","TMI","Yes","No",NA,"Technology","No","Yes","Yes","Yes","No","Demanding","No","Mac","No","Cautious","Yes","Yes!","Yes","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Rent","Pessimist","Mom","No","Yes",NA,"Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No"
1304,1957,"Male",170,"Married (w/kids)","Master's Degree",NA,"No","No","No","No","Yes","Private","No","Yes","No","Yes","No","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Receiving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","Yes","Mysterious","Yes","No","Talk","People","Yes","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Only-child","No","Yes","Yes"
1305,1993,"Female",NA,"Single (no kids)","Current Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Cautious","Yes","Yes!","No","Socialize","Yes","In-person",NA,"No","Yes",NA,"Yay people!","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rent",NA,NA,"No","Yes","Yes","Yes","Check!","No",NA,NA,NA,"Yes",NA,NA,NA,"No",NA
1306,1968,"Male",62.5,"Married (w/kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","Yes","No","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","No","End","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Check!","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No"
1307,1985,"Female",37.5,"Single (no kids)","Bachelor's Degree",NA,"Yes","No","Yes","No","No","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","Yes","No","Yes","Receiving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","No","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes",NA,NA,NA,"Yes","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","No","Online","Yes","Yes",NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes",NA,"No",NA,"Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No"
1308,1969,"Male",170,"Married (w/kids)","Master's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Study first","No","Yes","Yes","Yes","Giving","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309,1972,"Male",125,"Married (w/kids)","Bachelor's Degree","No","No","No","No","No","No","Public","No","Yes","No","Yes","No","No",NA,"Science","Study first","Yes","No","No","Yes","Giving","No","Yes","Pragmatist","No","No","Hot headed","Odd hours","No","Right","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","No","Yes","Yes","No","No","TMI","Yes","Yes","Talk","Technology","Yes","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Cautious","No",NA,"No",NA,NA,"Online","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes"
1310,1992,"Female",37.5,"Single (no kids)","Associate's Degree","No","Yes","Yes","No","No","Yes","Public","No","Yes","Yes","No","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","No","Me","No","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Own","Optimist","Dad","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes",NA,"Yes","No","Yes","No"
1311,1988,"Male",37.5,"Married (w/kids)","Bachelor's Degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"Cool headed","Standard hours","No","Right","No","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","No","No","No","No","Yes","TMI","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","Rent","Pessimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No"
1313,1949,"Female",62.5,"Married (w/kids)","Master's Degree",NA,"No","No","No","Yes","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Pragmatist","No","No","Cool headed",NA,"No","Right","Yes","Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Tunes","Technology","No","Yes","No","No","Yes","Supportive","No",NA,"No","Cautious","No",NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yay people!","No","No","No","Yes","Yes","Yes","Yes",NA,NA,NA,NA,"No","Own","Optimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","Yes","No",NA
1314,1955,"Male",12,"Single (no kids)","Bachelor's Degree","No","No","No","No","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","No","Start","Yes","Yes","Circumstances","No","No","No","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","Own","Pessimist","Dad","Yes","No","No","No","Nope","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes"
1317,1992,"Male",12,"Single (no kids)","Current Undergraduate","No","Yes","Yes","No","No","No","Public","No","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","No","Yes","Yes","Yes","Receiving","No","No","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","No","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","No","No","No","Demanding","No","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","Yes","No","Yes","Yay people!","No","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Rent","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
1318,1980,"Male",37.5,"Married (w/kids)","Master's Degree","Yes","No","No","Yes","Yes","No","Public","No","No","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","No","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","A.M.","Yes","Start","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","Yes","Talk","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","No",NA,"No",NA,"No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes"
1319,1989,"Female",12,"Single (no kids)","Current Undergraduate","No","No","Yes",NA,"Yes","No","Private","No","Yes","Yes","Yes","Yes",NA,"Yes","Art",NA,"Yes","No",NA,"Yes",NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"Happy",NA,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"Cautious","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes",NA
1320,1980,"Female",37.5,"Single (no kids)","Bachelor's Degree","Yes","No","No","Yes","No","No","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","End","No","No","Circumstances","No","Yes","No","No","Yes","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","Yes","No","Yes","No","Grrr people","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
1321,1967,"Male",62.5,"Single (w/kids)","Current Undergraduate","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","Yes","Right","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","No","Yes","TMI","No","No","Tunes","Technology","No","No","Yes","No","No","Demanding","No","PC","No","Cautious","Yes",NA,"Yes",NA,"No","Online","No","Yes","Yes","No","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes"
1323,1977,"Female",12,"Married (w/kids)",NA,NA,"Yes","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","Yes","No",NA,NA,"Yes","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","Yes",NA,NA,NA,NA,"Online","Yes","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,1992,"Male",12,"Single (no kids)","Current Undergraduate","No","Yes","No",NA,NA,NA,"Private","No",NA,NA,NA,NA,"Yes",NA,"Science","Study first",NA,"No","No",NA,NA,"Yes","No","Pragmatist","No","Yes",NA,NA,"No",NA,"Yes","Yes",NA,NA,"P.M.",NA,"Start","Yes",NA,"Me",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,"No",NA,"Yes","Yes","No",NA,"No","Mac","No","Cautious","No","Yes!","No","Space","Yes",NA,"Yes",NA,"Yes",NA,NA,"No","No","No","No","Yes","Yes","No",NA,NA,"No","No","No",NA,NA,"Mom",NA,"No",NA,NA,"Check!","Yes","No","No","No",NA,NA,"Yes",NA,NA,NA
1325,1978,"Male",62.5,"Married (w/kids)","Associate's Degree","Yes","No","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","A.M.","No","Start","Yes","No","Me","No","Yes","No","No","Yes","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Rent","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Only-child","No","No","Yes"
